姓	名	小时工资	工作小时	工作职场	头衔	入职时间
邹	为民	49.43	21	浦东陆家嘴	存储管理	2016/08/04
蒋	国贤	59.64	36	南京雨花台	UI设计	1999/02/17
郭	晨	28.56	37	浦东张江	前端开发	2013/03/09
邹	建刚	35.44	33	深圳南山	UI设计	2017/12/01
顾	新海	6.3	49	浦东陆家嘴	产品经理	1999/06/11
黄	飞	44.8	22	深圳南山	前端开发	2010/07/08
赵	新海	26.48	40	浦东陆家嘴	系统管理	2017/12/20
鲁	东	34.81	50	海淀五道口	云平台管理	2018/01/18
袁	宁	11.62	31	南京雨花台	产品经理	2021/04/08
彭	娟	24.0	29	海淀五道口	云平台管理	2010/12/16
夏	旭东	7.58	37	南京雨花台	系统管理	2003/11/21
邹	明	26.4	45	深圳南山	系统管理	2017/03/02
岳	娟	14.74	47	深圳南山	UI设计	2006/07/15
陈	阳	30.3	40	深圳南山	DBA	2005/04/02
夏	琴	38.17	23	浦东陆家嘴	UI设计	1999/12/02
祝	丽	46.48	50	浦东陆家嘴	系统管理	2017/08/15
柳	子轩	20.19	30	浦东陆家嘴	存储管理	2002/05/05
鲁	鑫	35.25	31	南京雨花台	前端开发	2010/04/21
戴	丽亚	36.64	43	浦东张江	UI设计	2004/03/15
周	茉莉	54.93	48	深圳南山	后台开发	2007/05/24
江	伟敏	50.35	45	海淀五道口	系统管理	2015/06/12
竺	彪	31.17	38	南京雨花台	系统管理	2005/07/07
袁	聪	48.39	41	深圳南山	产品经理	1999/01/04
顾	相龙	19.55	23	深圳南山	UI设计	2014/10/04
边	强	56.8	36	南京雨花台	产品经理	2016/01/12
石	为民	19.4	29	南京雨花台	UI设计	2018/08/28
朱	雷	6.9	34	浦东张江	云平台管理	2009/11/25
黄	彪	14.4	45	浦东陆家嘴	产品经理	2016/06/28
黄	聪	39.44	42	南京雨花台	UI设计	2014/03/28
徐	明	23.0	36	南京雨花台	系统管理	2015/02/21
柳	鑫	7.71	28	南京雨花台	DBA	2013/05/14
严	军	14.78	23	南京雨花台	存储管理	2014/11/07
肖	子轩	29.12	38	浦东张江	后台开发	2009/07/03
孔	鑫	25.67	39	南京雨花台	云平台管理	2016/04/05
钱	炜	60.38	27	深圳南山	系统管理	2021/06/12
许	波	45.6	24	南京雨花台	产品经理	2001/05/17
岳	宁	49.64	38	浦东张江	前端开发	2019/04/05
袁	华健	4.92	24	浦东陆家嘴	DBA	2004/05/07
廖	鑫	51.94	25	海淀五道口	DBA	2005/02/11
周	心愿	60.62	39	南京雨花台	产品经理	2021/02/21
陈	欣	56.73	29	南京雨花台	后台开发	2016/02/19
顾	丽亚	9.87	42	海淀五道口	DBA	2003/06/17
李	伟敏	22.64	40	海淀五道口	后台开发	2005/08/25
蒋	茹云	40.98	21	浦东陆家嘴	DBA	2001/09/21
夏	健林	5.39	40	浦东张江	云平台管理	2020/09/11
何	飞	13.86	29	浦东陆家嘴	系统管理	2002/04/06
赵	彪	60.84	41	海淀五道口	DBA	2006/06/02
杨	琴	51.3	32	浦东陆家嘴	系统管理	2011/07/10
马	华健	8.4	31	浦东张江	系统管理	2017/12/23
岳	伟敏	3.36	42	浦东陆家嘴	云平台管理	2022/08/10
蒋	欣	0.9	50	浦东张江	存储管理	2007/06/03
曾	军	57.24	22	浦东张江	系统管理	2004/05/09
邹	腾	50.1	40	海淀五道口	产品经理	2011/01/28
竺	鑫	53.69	44	南京雨花台	云平台管理	2007/02/04
岳	健	55.64	31	南京雨花台	系统管理	2022/06/14
唐	娟	29.42	20	海淀五道口	存储管理	2016/11/26
吴	子轩	21.43	27	南京雨花台	系统管理	2017/03/28
石	美雅	33.93	41	深圳南山	前端开发	2010/12/16
石	健林	37.59	37	海淀五道口	系统管理	2018/09/10
王	欣	4.1	48	海淀五道口	后台开发	2022/10/03
孔	国贤	31.33	43	浦东陆家嘴	系统管理	2019/07/11
孔	娟	52.4	38	南京雨花台	前端开发	2022/03/14
白	捷	47.89	23	深圳南山	存储管理	2010/05/07
祝	炜	43.93	30	浦东张江	产品经理	2014/04/15
林	丽亚	32.76	50	深圳南山	UI设计	2010/11/24
赵	刚	43.85	28	浦东张江	云平台管理	2003/06/18
谢	彪	41.97	38	海淀五道口	存储管理	2000/10/10
舒	丹丹	46.61	38	浦东张江	前端开发	2015/04/26
江	丽亚	15.29	50	深圳南山	系统管理	2018/04/07
魏	丽亚	0.75	25	深圳南山	存储管理	2014/05/08
陈	彪	22.94	30	浦东陆家嘴	系统管理	2017/06/22
孙	一涵	8.64	39	深圳南山	云平台管理	2013/06/25
唐	茉莉	44.43	34	浦东陆家嘴	UI设计	2014/08/28
赵	为民	46.51	34	浦东陆家嘴	后台开发	2001/11/23
袁	心愿	47.97	34	南京雨花台	云平台管理	2019/01/07
白	松涛	4.51	35	深圳南山	产品经理	2022/06/27
钱	欣	60.8	35	深圳南山	前端开发	2001/07/08
涂	晨	0.99	33	海淀五道口	云平台管理	2011/11/10
竺	琴	10.76	26	浦东张江	系统管理	2009/07/16
边	娟	44.49	43	浦东张江	系统管理	2006/10/14
严	美雅	28.85	48	深圳南山	产品经理	2010/05/20
杜	一涵	4.95	21	海淀五道口	云平台管理	2012/10/26
石	东	36.11	37	浦东张江	DBA	2006/02/23
姜	爱国	53.5	46	南京雨花台	产品经理	2012/01/01
何	欢	18.98	28	海淀五道口	UI设计	2004/09/02
涂	国贤	41.82	34	海淀五道口	后台开发	2019/02/17
曾	宁	25.87	35	浦东张江	云平台管理	2017/03/24
顾	宇进	58.75	25	浦东陆家嘴	DBA	2018/04/07
王	新力	58.52	38	南京雨花台	UI设计	2005/06/23
边	炜	38.86	29	南京雨花台	存储管理	2003/08/11
蒋	思聪	16.96	49	深圳南山	后台开发	2017/08/02
许	松涛	1.88	21	海淀五道口	前端开发	2022/06/10
牛	宁	41.88	34	南京雨花台	产品经理	2014/07/06
白	新力	53.71	48	深圳南山	DBA	1998/11/23
卢	欢	16.7	23	海淀五道口	UI设计	2021/09/26
叶	磊	58.63	23	南京雨花台	后台开发	2006/11/18
江	旭东	55.8	37	深圳南山	前端开发	2012/09/14
王	娟	39.42	47	海淀五道口	存储管理	2012/10/11
曹	健林	51.63	20	深圳南山	后台开发	2008/01/20
廖	美雅	12.66	36	海淀五道口	产品经理	2022/11/17
赵	宇进	56.63	32	海淀五道口	后台开发	2007/01/21
王	刚	22.95	37	南京雨花台	存储管理	2005/05/28
邹	华健	29.98	34	海淀五道口	存储管理	2012/09/13
汤	丹丹	21.98	27	海淀五道口	DBA	2017/04/08
李	心愿	10.1	49	海淀五道口	后台开发	2015/04/10
冯	宁	46.71	44	海淀五道口	云平台管理	2019/03/18
戴	文杰	10.33	21	浦东陆家嘴	系统管理	2015/11/08
谢	欣	38.52	24	海淀五道口	前端开发	2003/08/17
白	刚	14.93	49	浦东陆家嘴	产品经理	2008/08/06
江	建刚	44.16	28	浦东陆家嘴	UI设计	2012/05/19
刘	聪	58.66	38	深圳南山	存储管理	2016/01/08
徐	勇	46.94	50	浦东张江	存储管理	2012/06/23
祝	新海	50.81	25	南京雨花台	产品经理	2003/03/22
徐	心愿	6.16	38	深圳南山	前端开发	2016/09/24
汤	海波	51.19	32	海淀五道口	产品经理	2011/11/21
白	薇亚	39.9	42	浦东陆家嘴	系统管理	2021/03/04
马	丽亚	24.18	22	南京雨花台	存储管理	2003/05/25
唐	欢	37.95	22	海淀五道口	后台开发	2008/10/17
陆	丽	31.82	48	深圳南山	后台开发	2006/09/08
竺	子轩	59.75	33	海淀五道口	DBA	1998/10/08
牛	欢	43.28	45	浦东陆家嘴	DBA	2004/01/06
彭	朝晖	15.59	40	深圳南山	DBA	2018/06/08
姜	军	38.69	32	浦东张江	UI设计	1999/04/08
夏	倩	55.51	44	海淀五道口	UI设计	2008/07/13
蒋	强	35.62	37	南京雨花台	DBA	2011/01/09
严	健林	26.91	36	浦东陆家嘴	前端开发	2011/04/20
牛	波	57.55	36	深圳南山	系统管理	2015/09/24
涂	新海	19.66	44	南京雨花台	系统管理	2003/11/14
陈	正	14.28	39	浦东张江	存储管理	2019/08/04
蒋	丽	42.33	43	浦东张江	云平台管理	2021/06/15
郭	思聪	4.55	39	浦东张江	云平台管理	2013/05/22
林	琴	9.89	28	深圳南山	产品经理	1999/02/15
魏	茵	55.38	37	深圳南山	后台开发	2009/09/04
杜	明	9.31	25	海淀五道口	前端开发	2019/10/27
孔	建	4.14	22	南京雨花台	UI设计	2011/04/28
鲁	朝晖	32.13	34	南京雨花台	存储管理	2000/10/04
薛	欣	51.26	46	深圳南山	产品经理	2020/10/25
石	鑫	60.29	24	南京雨花台	UI设计	2016/09/17
吴	鑫	41.41	45	浦东陆家嘴	前端开发	2001/05/21
汤	思华	2.13	46	南京雨花台	后台开发	2022/09/14
叶	健林	43.59	50	浦东陆家嘴	云平台管理	2007/06/06
杜	为民	21.87	33	海淀五道口	产品经理	2012/07/06
袁	欢	19.44	23	深圳南山	系统管理	2001/04/06
许	美雅	34.29	33	海淀五道口	DBA	2002/01/03
赵	强	7.81	47	浦东张江	DBA	2013/09/01
卢	文杰	3.88	21	海淀五道口	前端开发	2003/08/13
肖	鑫	27.62	49	海淀五道口	云平台管理	2009/05/16
邹	阳	9.75	43	深圳南山	UI设计	1998/06/16
孙	为民	28.44	26	浦东张江	云平台管理	2001/09/08
叶	为民	10.4	43	浦东张江	云平台管理	2005/10/14
陆	华世	54.42	41	南京雨花台	后台开发	2015/02/09
张	娟	43.73	23	浦东张江	前端开发	2001/12/24
边	海峰	3.86	28	海淀五道口	云平台管理	2005/10/08
张	心愿	50.78	20	浦东张江	系统管理	2015/03/06
祝	昕	32.21	33	浦东张江	DBA	2000/06/19
袁	健	32.97	23	浦东陆家嘴	系统管理	1998/08/12
孔	茉莉	20.76	34	浦东张江	DBA	2009/12/22
严	刚	25.5	43	南京雨花台	系统管理	2017/12/17
肖	彪	15.51	21	浦东张江	产品经理	1998/03/28
朱	爱国	8.33	38	深圳南山	DBA	2003/03/17
曹	国贤	8.9	26	海淀五道口	系统管理	2019/01/11
薛	华世	27.73	26	海淀五道口	UI设计	2011/07/13
郭	军	4.77	22	浦东陆家嘴	UI设计	2002/06/07
高	新海	20.29	36	南京雨花台	DBA	2021/02/12
蒋	一涵	27.39	31	浦东陆家嘴	产品经理	2008/02/05
汤	一涵	39.53	38	海淀五道口	系统管理	1999/08/21
蒋	明	0.8	22	南京雨花台	产品经理	2010/09/16
竺	阳	56.4	26	浦东陆家嘴	产品经理	2017/09/13
孔	聪	45.94	45	浦东陆家嘴	产品经理	2002/02/04
周	琴	52.25	38	海淀五道口	前端开发	2020/01/02
边	晨	24.41	41	海淀五道口	系统管理	1998/08/06
许	健林	25.87	42	浦东陆家嘴	产品经理	2012/06/23
高	朝晖	29.53	29	深圳南山	后台开发	2020/04/01
赵	磊	56.1	46	浦东张江	DBA	2015/02/12
吴	飞	59.66	24	深圳南山	UI设计	2021/11/26
孔	健	17.39	22	海淀五道口	产品经理	2008/04/08
边	刚	10.72	46	南京雨花台	系统管理	2021/10/13
彭	国贤	21.37	27	浦东陆家嘴	后台开发	1998/06/21
杜	思华	21.82	25	浦东陆家嘴	DBA	2011/01/15
涂	琴	6.58	29	海淀五道口	DBA	2008/03/11
王	强	60.69	38	浦东张江	前端开发	2013/07/01
夏	刚	7.38	31	南京雨花台	前端开发	2007/05/23
马	欢	14.81	27	浦东张江	系统管理	2001/01/28
石	军	7.3	42	海淀五道口	前端开发	1999/07/25
曾	茵	14.49	31	海淀五道口	存储管理	2013/06/05
严	欣	26.85	23	海淀五道口	前端开发	2015/11/16
柳	新力	10.62	44	浦东陆家嘴	云平台管理	2016/12/17
石	茵	9.44	28	深圳南山	前端开发	2000/10/20
祝	聪	20.85	31	南京雨花台	后台开发	2022/11/20
谢	炜	24.22	41	浦东陆家嘴	后台开发	1998/03/12
汤	楠	23.28	24	浦东陆家嘴	存储管理	2004/06/01
魏	雷	45.64	31	南京雨花台	DBA	2019/10/15
石	雷	54.43	42	浦东陆家嘴	存储管理	2013/06/13
薛	娟	36.4	33	浦东陆家嘴	系统管理	2003/11/16
华	捷	7.89	27	浦东陆家嘴	云平台管理	2015/10/13
高	海峰	30.66	44	浦东陆家嘴	系统管理	2003/01/02
严	思华	26.74	39	深圳南山	产品经理	2011/11/06
孙	旭	22.49	32	浦东张江	DBA	2022/02/12
廖	波	53.3	37	海淀五道口	云平台管理	2004/09/09
徐	子轩	34.91	26	浦东张江	后台开发	2005/02/04
蒋	茵	40.32	39	南京雨花台	UI设计	2000/10/23
夏	捷	28.71	23	浦东张江	后台开发	2011/03/02
陈	吉祥	4.69	27	浦东陆家嘴	产品经理	2002/02/06
谢	美雅	51.94	26	南京雨花台	UI设计	1998/01/17
袁	新力	20.18	42	南京雨花台	后台开发	2008/04/24
卢	建刚	2.32	20	浦东陆家嘴	前端开发	2021/11/16
黄	新力	53.34	23	海淀五道口	存储管理	2018/01/11
祝	健	57.38	30	浦东陆家嘴	前端开发	2017/12/16
黄	倩	31.38	35	浦东张江	前端开发	2002/04/02
薛	子轩	50.2	38	南京雨花台	云平台管理	2004/08/08
夏	旭	59.85	27	深圳南山	系统管理	2008/07/20
Porter	Benjamin	678	40	深圳南山	律师	1998/04/16
舒	宇进	28.22	26	浦东张江	后台开发	2019/11/12
严	文杰	10.46	21	海淀五道口	前端开发	2014/05/19
齐	腾	21.3	31	深圳南山	后台开发	2022/01/09
舒	伟敏	39.7	47	浦东张江	后台开发	2006/04/19
涂	茵	9.98	34	浦东陆家嘴	后台开发	1999/04/09
卢	吉祥	10.91	30	海淀五道口	系统管理	2020/03/05
孔	琴	48.56	48	南京雨花台	UI设计	1998/08/19
舒	海波	29.16	28	深圳南山	DBA	2006/06/08
白	伟敏	28.39	28	深圳南山	UI设计	2004/07/10
林	思聪	55.19	39	海淀五道口	后台开发	2000/06/26
卢	朝晖	40.79	47	南京雨花台	UI设计	2018/07/14
唐	薇亚	28.53	24	南京雨花台	后台开发	2014/07/11
卢	炜	49.67	48	浦东张江	UI设计	2001/05/21
肖	伟敏	39.14	31	浦东陆家嘴	云平台管理	2005/06/18
高	为民	21.36	24	南京雨花台	后台开发	1999/10/24
彭	吉祥	28.42	42	南京雨花台	系统管理	2017/08/18
边	鑫	18.83	25	浦东张江	存储管理	2008/12/16
马	心愿	42.86	44	浦东陆家嘴	后台开发	2007/07/20
鲁	波	48.31	39	浦东张江	DBA	2011/03/16
高	军	6.13	33	南京雨花台	存储管理	2019/07/18
涂	心愿	32.38	36	深圳南山	产品经理	1999/09/19
江	思华	37.46	46	南京雨花台	系统管理	2009/11/26
柳	华世	28.98	34	浦东陆家嘴	系统管理	2004/06/07
陆	旭东	28.59	30	浦东张江	云平台管理	2015/12/21
周	旭	23.55	29	浦东陆家嘴	产品经理	2017/11/15
华	海波	57.63	34	浦东张江	前端开发	2011/08/06
鲁	新海	4.41	28	深圳南山	前端开发	2000/05/01
刘	海波	1.35	48	深圳南山	云平台管理	2017/11/14
郑	一涵	46.84	48	浦东陆家嘴	前端开发	2009/08/14
白	爱国	55.5	32	浦东陆家嘴	后台开发	2015/04/13
周	海波	46.35	38	海淀五道口	云平台管理	2007/04/26
华	新力	17.24	22	浦东陆家嘴	UI设计	2001/01/06
马	明	46.47	48	浦东张江	前端开发	2019/04/03
蒋	新力	20.56	26	南京雨花台	云平台管理	2000/10/22
叶	旭东	58.96	35	深圳南山	产品经理	2021/06/07
夏	欢	27.32	23	海淀五道口	系统管理	2018/09/21
钱	磊	31.17	33	海淀五道口	产品经理	2011/12/01
牛	鑫	36.55	24	深圳南山	UI设计	2022/02/16
陈	朝晖	47.12	30	浦东陆家嘴	云平台管理	2022/08/03
严	鑫	16.2	32	南京雨花台	UI设计	2003/09/13
舒	强	1.3	39	南京雨花台	DBA	2008/04/08
郑	鑫	58.11	48	浦东张江	系统管理	1999/01/27
卢	子轩	19.48	43	深圳南山	系统管理	2009/05/04
袁	阳	23.44	40	浦东陆家嘴	DBA	2022/11/02
孙	心愿	31.28	25	浦东张江	后台开发	2010/05/19
许	华世	51.36	43	海淀五道口	DBA	2020/11/15
钱	正	18.82	21	浦东陆家嘴	UI设计	2001/04/04
柳	丽	19.6	46	南京雨花台	DBA	2019/03/12
马	爱国	48.15	22	南京雨花台	产品经理	1999/03/13
陈	丽亚	60.18	25	南京雨花台	前端开发	2019/06/22
邹	吉祥	57.35	47	海淀五道口	DBA	2013/12/12
郑	磊	3.8	21	浦东陆家嘴	存储管理	2002/04/16
姜	新力	30.2	46	深圳南山	存储管理	2021/06/27
戴	新力	1.9	40	南京雨花台	系统管理	2007/01/23
魏	飞	37.58	33	浦东陆家嘴	UI设计	2010/10/28
杨	新海	1.9	44	海淀五道口	后台开发	2002/12/06
杨	健	17.63	29	浦东陆家嘴	存储管理	2004/11/23
孔	海波	9.92	22	南京雨花台	存储管理	2009/04/18
钱	茵	54.34	45	浦东陆家嘴	前端开发	2007/12/08
黄	波	26.53	33	深圳南山	系统管理	2021/10/16
许	丽亚	48.14	41	南京雨花台	DBA	2013/02/08
孙	朝晖	9.94	37	浦东张江	后台开发	1999/10/26
林	阳	38.38	41	南京雨花台	UI设计	1998/02/22
冯	思聪	47.1	36	浦东张江	后台开发	2022/11/02
夏	东	46.53	35	浦东张江	后台开发	2014/08/16
吴	华健	7.5	34	深圳南山	云平台管理	2010/09/05
牛	旭东	33.58	37	浦东陆家嘴	产品经理	2006/05/20
戴	旭	38.62	38	浦东张江	前端开发	2017/06/12
孙	阳	30.89	42	南京雨花台	产品经理	2006/04/18
曾	爱国	19.4	36	浦东张江	DBA	2001/02/25
刘	子轩	55.74	22	浦东陆家嘴	DBA	2011/03/18
祝	彪	16.35	45	海淀五道口	DBA	2022/07/21
陆	丹丹	10.64	40	浦东张江	后台开发	2015/02/07
刘	强	17.34	48	浦东张江	DBA	2021/05/01
魏	宁	16.58	48	南京雨花台	后台开发	2000/08/19
徐	华健	42.2	27	浦东陆家嘴	产品经理	2003/03/28
肖	松涛	48.56	46	浦东陆家嘴	后台开发	2006/03/27
叶	丹丹	28.64	42	浦东张江	前端开发	2018/07/23
许	捷	16.2	40	深圳南山	云平台管理	2006/09/25
竺	波	4.55	43	浦东陆家嘴	DBA	2009/09/23
曹	晨	7.81	49	海淀五道口	云平台管理	2005/03/19
杜	健林	30.58	32	深圳南山	DBA	2020/08/06
彭	松涛	41.48	47	南京雨花台	UI设计	2006/01/28
唐	子轩	50.14	47	海淀五道口	DBA	2007/12/01
杨	海波	56.34	26	浦东张江	DBA	2000/10/26
岳	相龙	17.12	30	浦东陆家嘴	DBA	2006/05/20
王	正	22.19	35	海淀五道口	系统管理	2015/10/17
卢	宁	33.91	28	南京雨花台	产品经理	2011/11/14
黄	勇	51.6	30	深圳南山	DBA	2012/02/19
陆	聪	35.48	25	浦东陆家嘴	DBA	2011/02/10
竺	茵	32.66	39	浦东陆家嘴	前端开发	2002/12/20
朱	心愿	7.39	46	浦东张江	存储管理	2003/04/15
陈	丽	46.93	26	南京雨花台	后台开发	2000/04/08
姜	思聪	0.51	35	海淀五道口	系统管理	1998/02/16
舒	思华	7.39	45	海淀五道口	UI设计	2019/11/16
高	丹丹	8.55	46	深圳南山	DBA	2006/12/04
林	薇亚	54.8	50	浦东张江	UI设计	2018/11/05
孙	薇亚	20.83	35	浦东陆家嘴	系统管理	2014/05/20
冯	炜	4.8	30	深圳南山	存储管理	2012/11/23
江	军	56.5	37	海淀五道口	产品经理	2014/03/27
郭	磊	13.3	22	海淀五道口	产品经理	2016/09/10
孙	子轩	32.81	33	浦东张江	DBA	1999/08/07
肖	旭东	57.92	36	浦东张江	存储管理	2017/08/22
顾	思华	30.36	32	浦东陆家嘴	云平台管理	2004/02/22
钱	倩	43.95	43	海淀五道口	产品经理	2007/03/05
竺	腾	52.85	21	深圳南山	前端开发	2012/07/23
袁	相龙	18.7	20	浦东张江	后台开发	2019/02/23
唐	雷	40.86	47	深圳南山	云平台管理	1999/03/14
江	明	29.22	31	深圳南山	前端开发	2019/11/02
郑	新海	37.66	26	海淀五道口	后台开发	2022/09/08
曹	捷	13.29	22	浦东陆家嘴	存储管理	2010/11/12
陈	国贤	15.27	22	海淀五道口	产品经理	2010/02/21
蒋	华世	27.1	44	南京雨花台	前端开发	2009/03/17
陈	东	22.12	32	海淀五道口	后台开发	2014/08/01
朱	美雅	42.1	38	海淀五道口	DBA	2011/03/01
齐	聪	0.92	40	海淀五道口	云平台管理	2019/07/15
柳	旭	7.58	26	深圳南山	云平台管理	2000/09/04
郑	昕	46.3	43	海淀五道口	UI设计	1999/06/28
孔	思聪	53.89	22	南京雨花台	存储管理	2001/12/25
曹	丽亚	44.56	32	浦东陆家嘴	产品经理	2008/10/07
杜	建刚	25.31	22	海淀五道口	系统管理	2002/07/02
戴	磊	25.2	29	浦东陆家嘴	云平台管理	2006/12/13
钱	新力	34.65	21	浦东张江	系统管理	2005/05/01
汤	新海	34.69	30	浦东陆家嘴	后台开发	2012/04/15
齐	思聪	45.24	33	南京雨花台	云平台管理	2018/02/21
钱	明	25.59	38	浦东张江	DBA	2017/12/22
陈	磊	6.75	50	南京雨花台	DBA	1999/04/24
李	腾	18.82	25	南京雨花台	UI设计	2021/01/01
薛	聪	18.65	46	浦东张江	系统管理	2021/02/03
肖	丽亚	55.14	40	海淀五道口	UI设计	2001/12/17
邹	勇	18.83	23	海淀五道口	云平台管理	2005/11/04
林	心愿	13.23	44	浦东陆家嘴	云平台管理	2001/09/22
牛	军	9.24	44	深圳南山	云平台管理	2020/06/06
严	思聪	34.14	45	深圳南山	后台开发	2008/01/13
华	飞	23.36	50	浦东张江	云平台管理	1999/05/19
江	刚	25.85	38	海淀五道口	后台开发	2014/01/10
谢	茹云	34.8	47	深圳南山	存储管理	1998/02/14
柳	彪	33.8	32	浦东张江	云平台管理	2010/10/09
姜	腾	20.98	38	浦东陆家嘴	存储管理	2000/03/11
杨	丽	19.57	38	海淀五道口	UI设计	1998/05/13
石	飞	31.98	27	浦东张江	后台开发	2007/04/28
卢	捷	24.16	22	南京雨花台	DBA	2018/09/21
祝	勇	15.41	40	深圳南山	UI设计	2022/11/28
边	松涛	55.64	26	深圳南山	存储管理	2019/12/23
杜	朝晖	43.78	36	深圳南山	系统管理	2019/09/07
高	宇进	1.84	45	浦东张江	系统管理	2010/08/15
蒋	彪	53.46	33	南京雨花台	存储管理	2006/05/19
朱	倩	18.12	28	南京雨花台	存储管理	2006/12/26
牛	彪	26.53	29	浦东陆家嘴	云平台管理	2012/12/03
袁	丽	37.68	47	南京雨花台	DBA	2014/09/13
叶	波	60.72	37	深圳南山	云平台管理	2011/04/26
杜	欢	30.72	48	深圳南山	后台开发	1999/05/10
李	军	46.72	33	深圳南山	DBA	2019/06/14
高	健	38.44	27	深圳南山	产品经理	2003/01/14
